"","Order_Number","Sex","Age","Age_Group","Price","Monthly_Install","Delivery","CB","CB_Class","SP","SP_Class","Payment","Previous_Contracts","Periods","Overdue","default","Previous_Contracts_YN"
"4318",550060,"Female",57,"50s",2154000,251300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4319",548892,"Female",57,"50s",1554000,181300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4321",549916,"Male",52,"50s",2394000,319200,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4322",548890,"Male",52,"50s",1554000,181300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4324",548877,"Female",48,"40s",2394000,279300,"Install",4,"CB.Class 2",1,"SP.Class 1","CMS",0,7,0,"No","No"
"4325",548876,"Female",48,"40s",1554000,181300,"Install",4,"CB.Class 2",1,"SP.Class 1","CMS",0,7,0,"No","No"
"4328",548870,"Male",67,"60s",2994000,399200,"Install",3,"CB.Class 1",1,"SP.Class 1","CMS",0,8,0,"No","No"
"4329",548869,"Male",67,"60s",2214000,295200,"Install",3,"CB.Class 1",1,"SP.Class 1","CMS",0,8,0,"No","No"
"4332",548864,"Female",48,"40s",4374000,583200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4333",548862,"Female",48,"40s",3414000,455200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4335",548857,"Female",38,"30s",2574000,343200,"Install",3,"CB.Class 1",3,"SP.Class 2","CMS",0,8,0,"No","No"
"4336",548855,"Female",38,"30s",2514000,335200,"Install",3,"CB.Class 1",3,"SP.Class 2","CMS",0,8,0,"No","No"
"4337",548858,"Female",45,"40s",1554000,181300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4338",548849,"Female",45,"40s",2394000,279300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4339",548670,"Female",71,"over 70s",2574000,343200,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",1,8,0,"No","Yes"
"4340",548650,"Female",71,"over 70s",2514000,335200,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",1,8,0,"No","Yes"
"4352",548546,"Female",56,"50s",2274000,265300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4353",548868,"Male",33,"30s",2394000,279300,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4354",548867,"Male",33,"30s",2394000,279300,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4355",548521,"Female",63,"60s",2394000,319200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4357",549742,"Male",58,"50s",1674000,195300,"Install",7,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4358",548515,"Male",58,"50s",3534000,412300,"Install",7,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4359",550110,"Female",48,"40s",2394000,279300,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,7,0,"No","No"
"4360",548512,"Female",48,"40s",1554000,181300,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,7,0,"No","No"
"4361",554841,"Male",51,"50s",2394000,279300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4362",548618,"Male",51,"50s",1554000,181300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4363",548478,"Female",47,"40s",1134000,151200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4364",548443,"Female",50,"50s",2394000,319200,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4366",548783,"Female",37,"30s",2574000,343200,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4367",548439,"Female",37,"30s",2214000,258300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4368",548881,"Male",49,"40s",3114000,415200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4369",548426,"Male",49,"40s",2394000,319200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4370",548863,"Male",51,"50s",1614000,215200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4371",548420,"Male",51,"50s",2394000,319200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4372",550883,"Male",45,"40s",2274000,265300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4373",548419,"Male",45,"40s",2214000,295200,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4375",548636,"Male",37,"30s",2154000,251300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4376",548414,"Male",37,"30s",1554000,181300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4377",548406,"Male",69,"60s",1554000,181300,"Install",2,"CB.Class 1",3,"SP.Class 2","CMS",0,7,0,"No","No"
"4378",548390,"Female",44,"40s",2994000,399200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4380",548155,"Female",42,"40s",2154000,251300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4381",548148,"Female",42,"40s",1554000,181300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4382",548126,"Female",50,"50s",2574000,343200,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4383",549832,"Female",40,"40s",3414000,455200,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",2,8,0,"No","Yes"
"4385",548098,"Female",40,"40s",3534000,471200,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4387",548103,"Male",52,"50s",2574000,343200,"Install",5,"CB.Class 2",3,"SP.Class 2","CMS",0,8,0,"No","No"
"4388",548092,"Male",52,"50s",2514000,335200,"Install",5,"CB.Class 2",3,"SP.Class 2","CMS",0,8,0,"No","No"
"4390",548683,"Male",41,"40s",1554000,181300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4391",548086,"Male",41,"40s",2394000,279300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4392",548165,"Female",49,"40s",2214000,258300,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4393",548076,"Female",49,"40s",2994000,349300,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4394",548059,"Female",56,"50s",2994000,349300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4396",548626,"Female",56,"50s",2094000,279200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4397",548033,"Female",56,"50s",2394000,319200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4398",548152,"Female",39,"30s",2094000,279200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4399",548027,"Female",39,"30s",3534000,471200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4401",551534,"Male",49,"40s",2574000,300300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4402",548003,"Male",49,"40s",2214000,258300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4403",550884,"Female",44,"40s",2394000,279300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4404",547994,"Female",44,"40s",2994000,349300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4405",547991,"Male",63,"60s",2214000,295200,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4406",548119,"Male",37,"30s",2514000,335200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4407",547981,"Male",37,"30s",2994000,399200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4408",548121,"Male",34,"30s",1974000,230300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4409",547963,"Male",34,"30s",1614000,188300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4410",547958,"Female",40,"40s",1974000,230300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4411",547939,"Female",55,"50s",1554000,181300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4412",550093,"Female",43,"40s",2634000,307300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4413",547928,"Female",48,"40s",2394000,319200,"Install",1,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4414",547925,"Female",50,"50s",2274000,265300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4415",548129,"Male",49,"40s",1554000,181300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4416",547901,"Male",49,"40s",2994000,399200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4417",548161,"Male",44,"40s",2514000,335200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4418",548158,"Male",44,"40s",2574000,343200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4419",548118,"Female",45,"40s",2154000,251300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4420",547896,"Female",45,"40s",1554000,181300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4421",548147,"Female",53,"50s",2154000,251300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4422",547883,"Female",53,"50s",1554000,181300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4423",548122,"Male",48,"40s",2094000,279200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4424",547875,"Male",48,"40s",3534000,471200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4426",548130,"Male",50,"50s",2154000,251300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4427",547840,"Male",50,"50s",1554000,181300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4428",548105,"Female",53,"50s",1554000,207200,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4429",547836,"Female",53,"50s",2394000,319200,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4438",547759,"Female",51,"50s",3534000,471200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4440",547740,"Female",44,"40s",2394000,319200,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4441",547736,"Female",44,"40s",1554000,207200,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4442",547731,"Male",36,"30s",3534000,176700,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,5,"Yes","No"
"4443",547730,"Male",36,"30s",3414000,170700,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,5,"Yes","No"
"4445",547704,"Female",38,"30s",2394000,0,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,8,"Yes","No"
"4446",547688,"Female",38,"30s",2994000,0,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,8,"Yes","No"
"4447",547649,"Male",68,"60s",2994000,399200,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,8,0,"No","No"
"4485",546828,"Male",38,"30s",1674000,223200,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4486",547745,"Female",62,"60s",2394000,319200,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4487",546052,"Female",62,"60s",1794000,239200,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4488",546020,"Female",42,"40s",1794000,239200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4489",547832,"Male",45,"40s",1554000,181300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4490",546007,"Male",45,"40s",2394000,279300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4491",546094,"Female",54,"50s",2394000,319200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4492",545998,"Female",54,"50s",2994000,399200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4493",545995,"Male",53,"50s",2574000,343200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",1,8,0,"No","Yes"
"4494",546093,"Female",46,"40s",2394000,319200,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4495",545992,"Female",46,"40s",2394000,319200,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4496",545987,"Female",43,"40s",2394000,319200,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4497",547827,"Female",47,"40s",2214000,295200,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4498",545985,"Female",47,"40s",2994000,399200,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4499",546827,"Female",41,"40s",2274000,265300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4500",548097,"Female",43,"40s",1794000,239200,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4501",545969,"Female",43,"40s",2394000,319200,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4502",546095,"Male",46,"40s",2394000,319200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4503",545948,"Male",46,"40s",1794000,239200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4504",547823,"Female",49,"40s",2154000,287200,"Install",2,"CB.Class 1",1,"SP.Class 1","CMS",0,8,0,"No","No"
"4505",545938,"Female",49,"40s",1554000,207200,"Install",2,"CB.Class 1",1,"SP.Class 1","CMS",0,8,0,"No","No"
"4507",547689,"Female",47,"40s",2394000,319200,"Install",3,"CB.Class 1",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4508",545926,"Female",47,"40s",3114000,415200,"Install",3,"CB.Class 1",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4509",545916,"Female",57,"50s",2154000,287200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4511",547673,"Female",46,"40s",1554000,207200,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,8,0,"No","No"
"4512",545896,"Female",46,"40s",2394000,319200,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,8,0,"No","No"
"4513",548163,"Female",50,"50s",2394000,319200,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4514",545890,"Female",50,"50s",1554000,207200,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4516",548157,"Male",58,"50s",1554000,181300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4517",545876,"Male",58,"50s",2394000,279300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4518",547715,"Female",40,"40s",2574000,343200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4519",545875,"Female",40,"40s",1674000,223200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4520",546867,"Male",55,"50s",2214000,295200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4521",545844,"Male",55,"50s",1674000,223200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4522",548116,"Female",50,"50s",2574000,343200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4524",545843,"Female",50,"50s",3534000,471200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4525",546879,"Female",37,"30s",2994000,399200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4526",545836,"Female",37,"30s",3414000,455200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4527",546861,"Male",54,"50s",2994000,399200,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"4528",545812,"Male",54,"50s",4374000,583200,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"4529",545802,"Female",49,"40s",1554000,181300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4531",547678,"Female",52,"50s",1554000,207200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4532",545786,"Female",52,"50s",2154000,287200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4534",547691,"Female",39,"30s",2394000,319200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4535",545766,"Female",39,"30s",1554000,207200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4537",548160,"Female",46,"40s",2994000,349300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4538",545754,"Female",46,"40s",2154000,251300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4539",547837,"Female",46,"40s",2214000,295200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4540",545747,"Female",46,"40s",2394000,319200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4541",547699,"Female",45,"40s",2574000,343200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4542",545742,"Female",45,"40s",2514000,335200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4543",548127,"Male",39,"30s",2394000,319200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4544",545660,"Male",39,"30s",2214000,295200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4545",547671,"Female",40,"40s",2574000,343200,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4546",545658,"Female",40,"40s",2514000,335200,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4548",547756,"Male",45,"40s",2574000,343200,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4549",545647,"Male",45,"40s",2514000,335200,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4551",547701,"Female",42,"40s",2394000,319200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4552",545609,"Female",42,"40s",3414000,455200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4554",546876,"Female",49,"40s",1554000,207200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4555",545604,"Female",49,"40s",2214000,295200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4557",547828,"Female",47,"40s",1614000,215200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4558",545590,"Female",47,"40s",3114000,415200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4560",547725,"Female",40,"40s",1554000,181300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4561",545548,"Female",40,"40s",2394000,279300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4562",547734,"Female",42,"40s",2574000,343200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4563",545540,"Female",42,"40s",2514000,335200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4564",545535,"Female",48,"40s",2394000,319200,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4565",547720,"Female",46,"40s",2154000,287200,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4566",545531,"Female",46,"40s",1554000,207200,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4567",545529,"Male",65,"60s",3414000,455200,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4568",545518,"Female",44,"40s",2214000,295200,"Install",6,"CB.Class 2",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4569",547705,"Female",71,"over 70s",1674000,223200,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,8,0,"No","No"
"4570",545508,"Female",71,"over 70s",2574000,343200,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,8,0,"No","No"
"4572",547682,"Male",52,"50s",1554000,207200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4573",545507,"Male",52,"50s",2394000,319200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4574",545506,"Male",58,"50s",2994000,399200,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4575",548818,"Female",50,"50s",2574000,343200,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4576",545473,"Female",46,"40s",2094000,279200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4577",545470,"Female",64,"60s",2214000,295200,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4578",545465,"Female",61,"60s",3414000,398300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4580",547754,"Female",64,"60s",3534000,471200,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4581",545463,"Female",64,"60s",4074000,543200,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4582",547844,"Male",45,"40s",1794000,239200,"Install",7,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4583",545441,"Male",45,"40s",2154000,287200,"Install",7,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4584",547760,"Female",48,"40s",2094000,279200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",1,8,0,"No","Yes"
"4585",545431,"Female",48,"40s",1974000,263200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",1,8,0,"No","Yes"
"4586",550070,"Male",44,"40s",2394000,279300,"Install",4,"CB.Class 2",1,"SP.Class 1","CMS",0,7,0,"No","No"
"4587",545405,"Male",44,"40s",1554000,181300,"Install",4,"CB.Class 2",1,"SP.Class 1","CMS",0,7,0,"No","No"
"4589",546869,"Female",45,"40s",1554000,207200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4590",545385,"Female",45,"40s",2994000,399200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4592",550120,"Male",44,"40s",2154000,251300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4593",545368,"Male",44,"40s",1554000,181300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4594",546868,"Female",37,"30s",2334000,311200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4595",545363,"Female",37,"30s",2394000,319200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4597",548853,"Male",42,"40s",2514000,335200,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4598",548851,"Male",42,"40s",2574000,343200,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4599",545355,"Female",39,"30s",3774000,503200,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"4600",545345,"Female",46,"40s",2394000,279300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4601",547656,"Female",45,"40s",2574000,343200,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4602",545324,"Female",45,"40s",2994000,399200,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4603",548134,"Male",47,"40s",2154000,287200,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",1,8,0,"No","Yes"
"4604",545311,"Male",47,"40s",2214000,258300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",1,7,0,"No","Yes"
"4605",545309,"Female",48,"40s",2394000,319200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4606",546874,"Female",48,"40s",2574000,343200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4607",545284,"Female",48,"40s",2514000,335200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4608",548128,"Female",50,"50s",2154000,287200,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4609",545277,"Female",50,"50s",1554000,181300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4610",545244,"Female",46,"40s",2634000,351200,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4612",547722,"Female",51,"50s",1554000,207200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4613",545235,"Female",51,"50s",2154000,287200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4615",547727,"Female",49,"40s",1674000,167400,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,8,2,"No","No"
"4616",545213,"Female",45,"40s",2154000,287200,"Install",3,"CB.Class 1",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4617",545200,"Female",41,"40s",2214000,295200,"Install",4,"CB.Class 2",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4618",545187,"Female",46,"40s",3414000,455200,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,8,0,"No","No"
